participantId,ALT_further_block_urgency,ALT_further_gradient_urgency,ALT_further_simple_urgency,ALT_further_table_urgency,ALT_slightly_block_urgency,ALT_slightly_gradient_urgency,ALT_slightly_simple_urgency,ALT_slightly_table_urgency,Creatinine_further_block_urgency,Creatinine_further_gradient_urgency,Creatinine_further_simple_urgency,Creatinine_further_table_urgency,Creatinine_slightly_block_urgency,Creatinine_slightly_gradient_urgency,Creatinine_slightly_simple_urgency,Creatinine_slightly_table_urgency,Platelet_further_block_urgency,Platelet_further_gradient_urgency,Platelet_further_simple_urgency,Platelet_further_table_urgency,Platelet_slightly_block_urgency,Platelet_slightly_gradient_urgency,Platelet_slightly_simple_urgency,Platelet_slightly_table_urgency,ALT_block_urgency_diff,ALT_gradient_urgency_diff,ALT_simple_urgency_diff,ALT_table_urgency_diff,Creatinine_block_urgency_diff,Creatinine_gradient_urgency_diff,Creatinine_simple_urgency_diff,Creatinine_table_urgency_diff,Platelet_block_urgency_diff,Platelet_gradient_urgency_diff,Platelet_simple_urgency_diff,Platelet_table_urgency_diff,ALT_further_block_intention,ALT_further_gradient_intention,ALT_further_simple_intention,ALT_further_table_intention,ALT_slightly_block_intention,ALT_slightly_gradient_intention,ALT_slightly_simple_intention,ALT_slightly_table_intention,Creatinine_further_block_intention,Creatinine_further_gradient_intention,Creatinine_further_simple_intention,Creatinine_further_table_intention,Creatinine_slightly_block_intention,Creatinine_slightly_gradient_intention,Creatinine_slightly_simple_intention,Creatinine_slightly_table_intention,Platelet_further_block_intention,Platelet_further_gradient_intention,Platelet_further_simple_intention,Platelet_further_table_intention,Platelet_slightly_block_intention,Platelet_slightly_gradient_intention,Platelet_slightly_simple_intention,Platelet_slightly_table_intention,graphical_literacy_score,health_literacy,subjective_numeracy,familiarity,age,gender,ethnicity,race,education,prolific_id
697cb6d5ef34f80e3f478b67,,,,4.5,,,,3.0,,,,4.5,,,,2.0,,,,5.0,,,,2.0,,,,1.5,,,,2.5,,,,3.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,6,4.0,3.375,4.0,18.0,Male,Not Hispanic or Latino,"[""Asian""]",Some college/trade,697cb6d5ef34f80e3f478b67
697cd44987c6f317e991881a,,,6.0,,,,4.0,,,,5.0,,,,4.0,,,,6.0,,,,5.0,,,,2.0,,,,1.0,,,,1.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,6,5.0,2.875,5.0,21.0,Male,Not Hispanic or Latino,"[""Asian""]",Bachelor's degree,697cd44987c6f317e991881a
697daebfd3829aaa79530939,4.5,,,,2.5,,,,5.0,,,,3.5,,,,5.0,,,,1.5,,,,2.0,,,,1.5,,,,3.5,,,,Some form of immediate action,,,,Willingness to wait,,,,,,,,Some form of immediate action,,,,,,,,Willingness to wait,,,,6,4.0,3.25,2.0,48.0,Male,Hispanic or Latino,"[""White""]",Master's degree,697daebfd3829aaa79530939
698086a47f240c8c8c7a6d6d,,,4.0,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,,,0.0,,,,0.0,,,,0.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,Willingness to wait,,,,,,,,,,3,4.0,2.75,4.0,27.0,Female,Not Hispanic or Latino,"[""White""]",Bachelor's degree,698086a47f240c8c8c7a6d6d
69808af7bcad17ab921cbbc3,,,,6.0,,,,5.0,,,,5.5,,,,4.0,,,,5.5,,,,4.0,,,,1.0,,,,1.5,,,,1.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,,,,,Willingness to wait,4,5.0,3.875,5.0,31.0,Female,Not Hispanic or Latino,"[""White""]",Bachelor's degree,69808af7bcad17ab921cbbc3
6980a4e2ebfd776f1d17dc22,,,5.0,,,,3.0,,,,5.0,,,,4.0,,,,6.0,,,,2.0,,,,2.0,,,,1.0,,,,4.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,5,4.0,4.75,3.0,22.0,Male,Not Hispanic or Latino,"[""Asian""]",Bachelor's degree,6980a4e2ebfd776f1d17dc22
6980aaf81e9e55110e09a0be,,,5.5,,,,3.5,,,,4.5,,,,4.5,,,,2.5,,,,4.0,,,,2.0,,,,0.0,,,,-1.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,4,5.0,3.5,4.0,35.0,Female,Not Hispanic or Latino,"[""White""]",Bachelor's degree,6980aaf81e9e55110e09a0be
6980b037372c2ab89f314933,,,,6.0,,,,5.0,,,,5.0,,,,4.0,,,,5.5,,,,2.5,,,,1.0,,,,1.0,,,,3.0,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,,,,,,,,,Some form of immediate action,4,4.0,3.875,2.0,19.0,Male,Not Hispanic or Latino,"[""White""]",High school only,6980b037372c2ab89f314933
6980cd3c6deb4ff479267d72,,,,6.0,,,,4.0,,,,6.0,,,,5.0,,,,3.5,,,,2.0,,,,2.0,,,,1.0,,,,1.5,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,,,,,Willingness to wait,3,4.0,4.0,3.0,24.0,Female,Not Hispanic or Latino,"[""White""]",Bachelor's degree,6980cd3c6deb4ff479267d72
698233331092d4f114677a0f,,,6.0,,,,1.0,,,,3.0,,,,2.0,,,,5.5,,,,3.0,,,,5.0,,,,1.0,,,,2.5,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,4,4.0,3.875,3.0,25.0,Male,Not Hispanic or Latino,"[""Asian""]",Bachelor's degree,698233331092d4f114677a0f
69824cf542a5d3ff296ceb83,,,6.0,,,,2.0,,,,5.0,,,,3.0,,,,6.0,,,,4.0,,,,4.0,,,,2.0,,,,2.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,5,5.0,4.375,1.0,18.0,Male,Hispanic or Latino,"[""White""]",High school only,69824cf542a5d3ff296ceb83
6982605912d7ebd417dc178c,5.5,,,,2.0,,,,5.0,,,,4.0,,,,6.0,,,,4.5,,,,3.5,,,,1.0,,,,1.5,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,4,4.0,3.125,5.0,21.0,Male,Not Hispanic or Latino,"[""White""]",High school only,6982605912d7ebd417dc178c
6982e022072cf2f69a036e17,,,5.0,,,,3.0,,,,5.5,,,,5.0,,,,6.0,,,,4.5,,,,2.0,,,,0.5,,,,1.5,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,6,5.0,3.625,4.0,29.0,Male,Not Hispanic or Latino,"[""Black or African American""]",Bachelor's degree,6982e022072cf2f69a036e17
698353c783534da2dfd24215,,,,6.0,,,,6.0,,,,6.0,,,,4.5,,,,6.0,,,,2.5,,,,0.0,,,,1.5,,,,3.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,Willingness to wait,6,5.0,4.625,4.0,19.0,Male,Not Hispanic or Latino,"[""Black or African American""]",High school only,698353c783534da2dfd24215
698378cda3c472f2bce234ac,,4.5,,,,1.5,,,,4.0,,,,3.0,,,,6.0,,,,5.0,,,,3.0,,,,1.0,,,,1.0,,,,Some form of immediate action,,,,Willingness to wait,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,5,4.0,3.375,4.0,55.0,Female,Not Hispanic or Latino,"[""Black or African American""]",Bachelor's degree,698378cda3c472f2bce234ac
6983989071a822fa1d4e6ee3,5.0,,,,2.0,,,,3.0,,,,2.0,,,,4.0,,,,2.0,,,,3.0,,,,1.0,,,,2.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,5,3.0,2.75,1.0,38.0,Male,Hispanic or Latino,"[""White""]",High school only,6983989071a822fa1d4e6ee3
6986c5be5ab8bb2873e40c6f,,,,6.0,,,,5.5,,,,6.0,,,,6.0,,,,4.5,,,,3.5,,,,0.5,,,,0.0,,,,1.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,Willingness to wait,4,5.0,3.75,4.0,34.0,Male,Hispanic or Latino,[],Master's degree,6986c5be5ab8bb2873e40c6f
698732a17e9271820246153f,,6.0,,,,1.0,,,,3.0,,,,2.0,,,,5.0,,,,2.0,,,,5.0,,,,1.0,,,,3.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,4,4.0,3.5,4.0,25.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,698732a17e9271820246153f
69898c63f7e4d71bd99920e3,,6.0,,,,5.0,,,,6.0,,,,5.0,,,,6.0,,,,5.0,,,,1.0,,,,1.0,,,,1.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,3,4.0,4.125,3.0,36.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,69898c63f7e4d71bd99920e3
6989b97fe18004bdbb4fe157,,,6.0,,,,2.0,,,,4.0,,,,2.0,,,,6.0,,,,1.5,,,,4.0,,,,2.0,,,,4.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,5,5.0,3.75,3.0,19.0,Male,Not Hispanic or Latino,"[""White""]",Some college/trade,6989b97fe18004bdbb4fe157
6989bc7b28c71e3280a6e7f6,,,6.0,,,,2.0,,,,5.0,,,,3.0,,,,6.0,,,,2.0,,,,4.0,,,,2.0,,,,4.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,Willingness to wait,,6,4.0,4.125,5.0,24.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,6989bc7b28c71e3280a6e7f6
6989da604f75e4c44ffefa17,5.5,,,,3.5,,,,4.0,,,,3.5,,,,5.0,,,,3.5,,,,2.0,,,,0.5,,,,1.5,,,,Some form of immediate action,,,,,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,5,5.0,3.25,3.0,23.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,6989da604f75e4c44ffefa17
6989fc724744e22f9cd06622,6.0,,,,2.0,,,,5.0,,,,3.0,,,,6.0,,,,2.0,,,,4.0,,,,2.0,,,,4.0,,,,Some form of immediate action,,,,Willingness to wait,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,6,5.0,4.25,4.0,22.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,6989fc724744e22f9cd06622
698a1701a5b02ba695e33055,,,6.0,,,,2.0,,,,5.0,,,,4.0,,,,6.0,,,,3.0,,,,4.0,,,,1.0,,,,3.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,6,5.0,4.0,4.0,26.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,698a1701a5b02ba695e33055
698a595022d5320c790549d8,6.0,,,,2.0,,,,4.5,,,,2.0,,,,4.5,,,,1.5,,,,4.0,,,,2.5,,,,3.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,,5,5.0,5.0,4.0,40.0,Male,Hispanic or Latino,"[""White""]",Master's degree,698a595022d5320c790549d8
698ceac16f1beea531d086fe,6.0,,,,3.5,,,,5.5,,,,3.0,,,,5.0,,,,2.5,,,,2.5,,,,2.5,,,,2.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,5,5.0,2.125,4.0,25.0,Female,Not Hispanic or Latino,"[""White""]",Bachelor's degree,698ceac16f1beea531d086fe
698d7e33f4448bd5dc6f9fa8,6.0,,,,3.0,,,,5.0,,,,3.5,,,,5.0,,,,2.0,,,,3.0,,,,1.5,,,,3.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,5,4.0,4.75,4.0,26.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,698d7e33f4448bd5dc6f9fa8
698df2d1c75c2b0d0538310e,4.5,,,,2.0,,,,3.0,,,,2.0,,,,5.5,,,,3.0,,,,2.5,,,,1.0,,,,2.5,,,,Some form of immediate action,,,,Willingness to wait,,,,Willingness to wait,,,,Willingness to wait,,,,,,,,Willingness to wait,,,,4,4.0,4.25,4.0,49.0,Female,Not Hispanic or Latino,"[""White""]",Master's degree,698df2d1c75c2b0d0538310e
698e0c45e7907168d29d5b02,,,6.0,,,,1.0,,,,5.0,,,,3.0,,,,6.0,,,,2.0,,,,5.0,,,,2.0,,,,4.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,Willingness to wait,,4,4.0,3.875,1.0,19.0,Male,Hispanic or Latino,"[""American Indian or Alaska Native""]",High school only,698e0c45e7907168d29d5b02
698e458331ff63f02be12615,,,,4.5,,,,2.0,,,,2.0,,,,1.0,,,,6.0,,,,2.0,,,,2.5,,,,1.0,,,,4.0,,,,,,,,Some form of immediate action,,,,Willingness to wait,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,5,5.0,4.125,3.0,28.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,698e458331ff63f02be12615
6990f24f06f1301c9e37b3cc,,,3.0,,,,3.0,,,,3.0,,,,3.0,,,,4.0,,,,3.0,,,,0.0,,,,0.0,,,,1.0,,,,,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,4,4.0,3.5,3.0,25.0,Female,Not Hispanic or Latino,"[""White""]",Master's degree,6990f24f06f1301c9e37b3cc
69918d51a9ae43fa7130f169,,,5.5,,,,2.0,,,,5.0,,,,3.5,,,,5.0,,,,2.0,,,,3.5,,,,1.5,,,,3.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,2,4.0,2.75,4.0,34.0,Male,Not Hispanic or Latino,"[""White""]",Master's degree,69918d51a9ae43fa7130f169
69965223335602f42b46f74c,,6.0,,,,3.5,,,,4.5,,,,3.5,,,,5.5,,,,3.0,,,,2.5,,,,1.0,,,,2.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,,,,,,,,,Willingness to wait,,,4,2.0,2.375,2.0,19.0,Male,Not Hispanic or Latino,"[""White""]",Did not complete high school,69965223335602f42b46f74c
699af5d2ba43dade0f9175e1,,,,5.0,,,,3.5,,,,4.0,,,,3.0,,,,4.5,,,,2.0,,,,1.5,,,,1.0,,,,2.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,5,4.0,3.25,1.0,31.0,Male,Not Hispanic or Latino,"[""White""]",Some college/trade,699af5d2ba43dade0f9175e1
699d7e22b28c800b2eb959bb,,,5.5,,,,3.5,,,,3.5,,,,4.0,,,,5.5,,,,2.0,,,,2.0,,,,-0.5,,,,3.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,5,4.0,3.625,5.0,23.0,Female,Not Hispanic or Latino,"[""Black or African American""]",Bachelor's degree,699d7e22b28c800b2eb959bb
69a07c9683353f56f4e8bc70,,5.0,,,,2.5,,,,4.0,,,,3.0,,,,4.0,,,,2.5,,,,2.5,,,,1.0,,,,1.5,,,,Some form of immediate action,,,,Willingness to wait,,,,,,,,Some form of immediate action,,,,,,,,Willingness to wait,,,6,4.0,3.0,4.0,24.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,69a07c9683353f56f4e8bc70
69a2729a898686ba01d31e07,5.0,,,,2.0,,,,6.0,,,,4.0,,,,5.0,,,,2.0,,,,3.0,,,,2.0,,,,3.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,7,5.0,4.25,4.0,40.0,Male,Not Hispanic or Latino,"[""Black or African American""]",Master's degree,69a2729a898686ba01d31e07
69a9b262d7455a948cb33ec5,,,3.0,,,,1.0,,,,2.0,,,,1.0,,,,6.0,,,,2.0,,,,2.0,,,,1.0,,,,4.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,,,,,,Some form of immediate action,,4,5.0,3.25,3.0,57.0,Female,Not Hispanic or Latino,"[""White""]",Bachelor's degree,69a9b262d7455a948cb33ec5
69aa01d52299cc5f379b49ca,,6.0,,,,2.5,,,,3.0,,,,1.5,,,,6.0,,,,4.0,,,,3.5,,,,1.5,,,,2.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,3,3.0,1.875,2.0,30.0,Male,Hispanic or Latino,"[""White""]",Some college/trade,69aa01d52299cc5f379b49ca
69ab285f1a011ed904dc50d9,,4.0,,,,4.0,,,,4.0,,,,1.0,,,,6.0,,,,3.0,,,,0.0,,,,3.0,,,,3.0,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,6,4.0,2.75,4.0,34.0,Female,Hispanic or Latino,"[""White""]",Bachelor's degree,69ab285f1a011ed904dc50d9
69aeb49e8e85be80f19d61e7,6.0,,,,3.0,,,,5.5,,,,5.0,,,,6.0,,,,4.0,,,,3.0,,,,0.5,,,,2.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,6,5.0,3.625,5.0,23.0,Female,Hispanic or Latino,"[""White""]",Bachelor's degree,69aeb49e8e85be80f19d61e7
69b013cfa89933da084a9417,,6.0,,,,1.0,,,,4.0,,,,2.5,,,,5.0,,,,2.0,,,,5.0,,,,1.5,,,,3.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,5,5.0,3.75,3.0,26.0,Male,Not Hispanic or Latino,"[""Asian""]",Bachelor's degree,69b013cfa89933da084a9417
69b02c8f3094c9f6ee11df61,,,5.0,,,,3.5,,,,4.5,,,,3.5,,,,5.5,,,,4.5,,,,1.5,,,,1.0,,,,1.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,,,4,4.0,2.875,3.0,48.0,Female,Not Hispanic or Latino,"[""Asian""]",Bachelor's degree,69b02c8f3094c9f6ee11df61
69b44d42d6498c2f52bf9f21,5.0,,,,2.0,,,,4.0,,,,2.0,,,,5.0,,,,3.0,,,,3.0,,,,2.0,,,,2.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Willingness to wait,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,,5,4.0,3.5,3.0,40.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,69b44d42d6498c2f52bf9f21
69c3c3cbb3e057fd06dd2fe0,,5.0,,,,2.0,,,,2.0,,,,2.0,,,,5.0,,,,2.0,,,,3.0,,,,0.0,,,,3.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,4,3.0,2.375,2.0,44.0,Male,Not Hispanic or Latino,"[""White""]",Bachelor's degree,69c3c3cbb3e057fd06dd2fe0
69cc2d26908022555935599a,,,,6.0,,,,5.0,,,,6.0,,,,4.0,,,,6.0,,,,3.0,,,,1.0,,,,2.0,,,,3.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,4,5.0,4.5,4.0,34.0,Female,Not Hispanic or Latino,"[""White""]",Bachelor's degree,69cc2d26908022555935599a
69d4c42dc669185368527349,,,,5.0,,,,3.0,,,,3.5,,,,2.0,,,,4.5,,,,2.0,,,,2.0,,,,1.5,,,,2.5,,,,,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,,,,,Willingness to wait,6,4.0,3.125,4.0,32.0,Male,Not Hispanic or Latino,"[""White""]",Some college/trade,69d4c42dc669185368527349
69d55edd24c6822a08f49b18,,,6.0,,,,4.0,,,,3.0,,,,1.0,,,,6.0,,,,2.0,,,,2.0,,,,2.0,,,,4.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Willingness to wait,,,,Willingness to wait,,,,,,,,Willingness to wait,,2,5.0,3.0,2.0,25.0,Female,Not Hispanic or Latino,"[""Black or African American""]",High school only,69d55edd24c6822a08f49b18
69d588ef57348b2bd99da456,,,,4.5,,,,3.0,,,,2.5,,,,2.0,,,,4.0,,,,2.5,,,,1.5,,,,0.5,,,,1.5,,,,,,,,Willingness to wait,,,,Willingness to wait,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,7,4.0,4.125,4.0,34.0,Male,Not Hispanic or Latino,"[""White""]",Master's degree,69d588ef57348b2bd99da456
69d684ca176250a7a41ed9fc,,,,6.0,,,,5.0,,,,6.0,,,,4.0,,,,6.0,,,,4.0,,,,1.0,,,,2.0,,,,2.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,5,4.0,4.25,1.0,25.0,Male,Not Hispanic or Latino,"[""Black or African American""]",Bachelor's degree,69d684ca176250a7a41ed9fc69d684ca176250a7a41ed9fc669d684ca176250a7a41ed9f69d684ca176250a7a41ed9fcc9d684ca176250a7a41ed9fc
69d6989a1e26f4aabef641c1,5.0,,,,2.5,,,,4.0,,,,3.0,,,,4.0,,,,2.0,,,,2.5,,,,1.0,,,,2.0,,,,Some form of immediate action,,,,Willingness to wait,,,,Willingness to wait,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,,5,3.0,3.75,3.0,53.0,Female,Not Hispanic or Latino,"[""Asian""]",High school only,69d6989a1e26f4aabef641c1
69d7a2d891c330bacac7c202,2.0,,,,5.0,,,,5.0,,,,3.0,,,,5.5,,,,4.5,,,,-3.0,,,,2.0,,,,1.0,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,,,,,Some form of immediate action,,,,1,4.0,2.875,3.0,22.0,Female,Not Hispanic or Latino,"[""Black or African American""]",Bachelor's degree,69d7a2d891c330bacac7c202
69d801db8015580b947d029e,,,,5.0,,,,5.0,,,,6.0,,,,5.5,,,,3.0,,,,4.5,,,,0.0,,,,0.5,,,,-1.5,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,3,4.0,3.0,3.0,23.0,Male,Not Hispanic or Latino,"[""Black or African American""]",Bachelor's degree,69d801db8015580b947d029e
69d8133f05544cc020409c7d,5.0,,,,3.0,,,,4.0,,,,3.0,,,,5.0,,,,3.5,,,,2.0,,,,1.0,,,,1.5,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,,,,,,Some form of immediate action,,,,2,3.0,1.875,3.0,38.0,Nonbinary,Not Hispanic or Latino,"[""White""]",Bachelor's degree,69d8133f05544cc020409c7d
69de309c86cad417a41ea8e7,,5.0,,,,3.0,,,,5.0,,,,4.0,,,,5.0,,,,3.0,,,,2.0,,,,1.0,,,,2.0,,,,,,,,Willingness to wait,,,,,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,6,3.0,3.25,2.0,50.0,Female,Not Hispanic or Latino,"[""Asian""]",Bachelor's degree,69de309c86cad417a41ea8e7
69de31836b80bea4dd69fbcb,,6.0,,,,2.5,,,,4.0,,,,3.0,,,,4.5,,,,3.5,,,,3.5,,,,1.0,,,,1.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,,Some form of immediate action,,,,,,,,Willingness to wait,,,2,5.0,4.0,4.0,20.0,Female,Not Hispanic or Latino,"[""Black or African American""]",Some college/trade,69de31836b80bea4dd69fbcb
69df355835c44f5c0223c9df,,,,6.0,,,,6.0,,,,6.0,,,,6.0,,,,6.0,,,,6.0,,,,0.0,,,,0.0,,,,0.0,,,,Willingness to wait,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,4,5.0,2.375,4.0,29.0,Female,Not Hispanic or Latino,"[""Black or African American""]",Bachelor's degree,69df355835c44f5c0223c9df
69df9437facce9cd4ce82e71,,,,5.0,,,,2.5,,,,6.0,,,,6.0,,,,6.0,,,,1.5,,,,2.5,,,,0.0,,,,4.5,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,6,5.0,3.25,3.0,24.0,Male,Not Hispanic or Latino,"[""White""]",Some college/trade,69df9437facce9cd4ce82e71
69dfb3712300a16e8475b155,,5.5,,,,4.0,,,,2.0,,,,1.5,,,,6.0,,,,5.0,,,,1.5,,,,0.5,,,,1.0,,,,Some form of immediate action,,,,,,,,,,,,Some form of immediate action,,,,Some form of immediate action,,,,,,,4,5.0,3.25,4.0,40.0,Male,Not Hispanic or Latino,"[""Black or African American""]",Master's degree,69dfb3712300a16e8475b155
69e0b181e5b5faecfacc22c8,,6.0,,,,4.5,,,,4.0,,,,3.0,,,,6.0,,,,4.5,,,,1.5,,,,1.0,,,,1.5,,,,Some form of immediate action,,,,Willingness to wait,,,,Willingness to wait,,,,Willingness to wait,,,,Some form of immediate action,,,,Willingness to wait,,,4,5.0,4.0,2.0,31.0,Male,Not Hispanic or Latino,"[""Asian""]",Master's degree,69e0b181e5b5faecfacc22c8
69e266c172efe398cfc4c52d,,1.5,,,,3.5,,,,5.5,,,,2.5,,,,5.0,,,,2.5,,,,-2.0,,,,3.0,,,,2.5,,,,Willingness to wait,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,Some form of immediate action,,,,,,,4,5.0,3.5,3.0,18.0,Female,Not Hispanic or Latino,"[""Black or African American""]",High school only,69e266c172efe398cfc4c52d
69e3970b83de3b68012e5cd2,6.0,,,,3.5,,,,6.0,,,,4.0,,,,6.0,,,,2.0,,,,2.5,,,,2.0,,,,4.0,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Some form of immediate action,,,,Willingness to wait,,,,3,5.0,4.125,4.0,34.0,Female,Not Hispanic or Latino,"[""Black or African American""]",Bachelor's degree,69e3970b83de3b68012e5cd2
