participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,meta,startTime,endTime,responseMin,responseMax,configHash
"665b1c8e63a2144efc395a74","Creatinine_further_simple","6","Creatinine_further_simple_action","prolific full","completed","","","","100.00","","Which of the following best describes what you would do in response to your serum creatinine test result?","Go to a hospital or your doctor’s office tomorrow","","20283","20283","{
  ""taskId"": ""Creatinine_further_simple"",
  ""trackTime"": true
}","2026-04-21T16:37:55.016Z","2026-04-21T16:38:15.299Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","Creatinine_further_simple","6","windowEvents","prolific full","","","","","","","","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":49,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","final-questions","7","q1","prolific full","completed","","","","100.00","","In your opinion, how well did these images describe the test results?","5","","16677","16677","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:15.341Z","2026-04-21T16:38:32.018Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","final-questions","7","q2","prolific full","completed","","","","100.00","","How helpful were these images in helping you to understand the test results?","5","","16677","16677","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:15.341Z","2026-04-21T16:38:32.018Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","final-questions","7","q3","prolific full","completed","","","","100.00","","If you were receiving laboratory test results in real life, would you like to see the test results presented using this type of image?","5","","16677","16677","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:15.341Z","2026-04-21T16:38:32.018Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","final-questions","7","q4","prolific full","completed","","","","100.00","","How much would you trust what these images are telling you about your health?","5","","16677","16677","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:15.341Z","2026-04-21T16:38:32.018Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","final-questions","7","windowEvents","prolific full","","","","","","","","{""focus"":6,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":60,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","demographic-questions","8","q1-age","prolific full","completed","","","","100.00","","Please enter your age:","31","","16607","16607","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:32.061Z","2026-04-21T16:38:48.668Z","0","100","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","demographic-questions","8","q2-age","prolific full","completed","","","","100.00","","Please select your gender:","Female","","16607","16607","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:32.061Z","2026-04-21T16:38:48.668Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","demographic-questions","8","q3-ethnicity","prolific full","completed","","","","100.00","","Please select your ethnicity:","Not Hispanic or Latino","","16607","16607","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:32.061Z","2026-04-21T16:38:48.668Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","demographic-questions","8","q4-race","prolific full","completed","","","","100.00","","Please select your race(s):","[""Asian""]","","16607","16607","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:32.061Z","2026-04-21T16:38:48.668Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","demographic-questions","8","q5-educationlevel","prolific full","completed","","","","100.00","","Please select your highest completed level of education:","Bachelor's degree","","16607","16607","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:38:32.061Z","2026-04-21T16:38:48.668Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","demographic-questions","8","windowEvents","prolific full","","","","","","","","{""focus"":6,""input"":2,""keydown"":1,""keyup"":2,""mousemove"":52,""mousedown"":12,""mouseup"":12,""resize"":0,""scroll"":10,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","sns1","prolific full","completed","","","","100.00","","How good are you at working with fractions?","1","","33811","33811","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:38:48.721Z","2026-04-21T16:39:22.532Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","sns2","prolific full","completed","","","","100.00","","How good are you at working with percentages?","1","","33811","33811","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:38:48.721Z","2026-04-21T16:39:22.532Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","sns3","prolific full","completed","","","","100.00","","How good are you at calculating a 15% tip?","3","","33811","33811","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:38:48.721Z","2026-04-21T16:39:22.532Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","sns4","prolific full","completed","","","","100.00","","How good are you at figuring out how much a shirt will cost if it is 25% off?","3","","33811","33811","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:38:48.721Z","2026-04-21T16:39:22.532Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","sns5","prolific full","completed","","","","100.00","","When reading the newspaper, how helpful do you find tables and graphs that are parts of a story?","4","","33811","33811","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:38:48.721Z","2026-04-21T16:39:22.532Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","sns6","prolific full","completed","","","","100.00","","When people tell you the chance of something happening, do you prefer that they use words (""it rarely happens"") or numbers (""there's a 1% chance"")?","5","","33811","33811","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:38:48.721Z","2026-04-21T16:39:22.532Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","sns7","prolific full","completed","","","","100.00","","When you hear a weather forecast, do you prefer predictions using percentages (e.g., ""there will be a 20% chance of rain today"") or predictions using only words (e.g., ""there is a small chance of rain today"")?","1","","33811","33811","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:38:48.721Z","2026-04-21T16:39:22.532Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","sns8","prolific full","completed","","","","100.00","","How often do you find numerical information to be useful?","5","","33811","33811","{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}","2026-04-21T16:38:48.721Z","2026-04-21T16:39:22.532Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","subjective-numeracy-scale","9","windowEvents","prolific full","","","","","","","","{""focus"":7,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":111,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":7,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","chews-screening-question","10","csq","prolific full","completed","","","","100.00","","How confident are you filling out forms by yourself?","5","","4164","4164","","2026-04-21T16:39:22.567Z","2026-04-21T16:39:26.731Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","chews-screening-question","10","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","familiarity-question","11","fq","prolific full","completed","","","","100.00","","How familiar are you with the medical test results like the ones discussed in the survey?","2","","5455","5455","","2026-04-21T16:39:26.760Z","2026-04-21T16:39:32.215Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","familiarity-question","11","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","disclaimer","12","","prolific full","completed","","","","100.00","","","","","6021","6021","{
  ""taskId"": ""thanks"",
  ""trackTime"": true
}","2026-04-21T16:39:32.243Z","2026-04-21T16:39:38.264Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","disclaimer","12","windowEvents","prolific full","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q5","13","res-Q5","prolific full","completed","","","","100.00","Here is some information about an imaginary disease called Adeolitis.","Approximately what percentage of people had Adeolitis in the year 2000?___%","20","20","22011","22011","{
  ""chartType"": ""line""
}","2026-04-21T16:39:38.286Z","2026-04-21T16:40:00.297Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q5","13","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":94,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q6","14","res-Q6","prolific full","completed","","","","100.00","Here is some information about an imaginary disease called Adeolitis.","When was the increase in the percentage of people with Adeolitis higher?","Increase was the same in both intervals","Increase was the same in both intervals","18299","18299","{
  ""chartType"": ""line""
}","2026-04-21T16:40:00.332Z","2026-04-21T16:40:18.631Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q6","14","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":56,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q7","15","res-Q7","prolific full","completed","","","","100.00","Here is some information about an imaginary disease called Adeolitis.","According to your best guess, what will the percentage of people with Adeolitis be in the year 2010?___%","24","24","21728","21728","{
  ""chartType"": ""line""
}","2026-04-21T16:40:18.656Z","2026-04-21T16:40:40.384Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q7","15","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":12,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q8","16","res-Q8","prolific full","completed","","","","100.00","The following figure shows the number of men and women among patients with disease X. The total number of circles is 100.","Of 100 patients with disease X, how many are women? ___ women","40","40","25355","25355","{
  ""chartType"": ""icon""
}","2026-04-21T16:40:40.409Z","2026-04-21T16:41:05.764Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q8","16","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":102,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q9","17","res-Q9","prolific full","completed","","","","100.00","The following figure shows the number of men and women among patients with disease X. The total number of circles is 100.","How many more men than women are there among 100 patients with disease X? ___ men","20","20","15078","15078","{
  ""chartType"": ""icon""
}","2026-04-21T16:41:05.786Z","2026-04-21T16:41:20.864Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q9","17","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":6,""keydown"":6,""keyup"":5,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q11","18","res-Q11","prolific full","completed","","","","100.00","In the newspaper you see two advertisements, one on page 15 and another on page 17. Each is for a different treatment of psoriasis, and each includes a graph showing the effectiveness of the treatment over time.","Which of the treatments contributes to a larger decrease in the percentage of sick patients?","Nopsorian","Can't say","21175","21175","{
  ""chartType"": ""line""
}","2026-04-21T16:41:20.888Z","2026-04-21T16:41:42.063Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q11","18","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q13","19","res-Q13","prolific full","completed","","","","100.00","Here is some information about cancer therapies.","What is the percentage of cancer patients who die after chemotherapy? ___%","5","5","15764","15764","{
  ""chartType"": ""bar""
}","2026-04-21T16:41:42.087Z","2026-04-21T16:41:57.851Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","$graph-literacy-scale.components.Q13","19","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":62,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"665b1c8e63a2144efc395a74","thanks","20","","prolific full","completed","","","","100.00","","","","","3666","3666","{
  ""taskId"": ""thanks"",
  ""trackTime"": true
}","2026-04-21T16:41:57.881Z","2026-04-21T16:42:01.547Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"665b1c8e63a2144efc395a74","thanks","20","windowEvents","prolific full","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","participantTags","","participantTags","prolific full","","","","","","","","[]","","","","","","","","",""
"6672dc557590d5ff3bebddfd","introduction","0","prolificId","prolific full","completed","","","","100.00","","Please enter your Prolific ID","6672dc557590d5ff3bebddfd","","296759","84925","{
  ""taskId"": ""introduction"",
  ""trackTime"": true
}","2026-04-21T16:38:52.874Z","2026-04-21T16:43:49.633Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","introduction","0","windowEvents","prolific full","","","","","","","","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":3,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":6}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","Platelet_slightly_block","1","Platelet_slightly_block_alarming","prolific full","completed","","","","100.00","","How alarming does this platelet count result feel to you?","5","","206702","61559","{
  ""taskId"": ""Platelet_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:43:49.778Z","2026-04-21T16:47:16.480Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Platelet_slightly_block","1","Platelet_slightly_block_urgency","prolific full","completed","","","","100.00","","How urgent of an issue is this platelet count result?","5","","206702","61559","{
  ""taskId"": ""Platelet_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:43:49.778Z","2026-04-21T16:47:16.480Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Platelet_slightly_block","1","Platelet_slightly_block_action","prolific full","completed","","","","100.00","","Which of the following best describes what you would do in response to your platelet count test result?","Go to a hospital or your doctor’s office tomorrow","","206702","61559","{
  ""taskId"": ""Platelet_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:43:49.778Z","2026-04-21T16:47:16.480Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Platelet_slightly_block","1","windowEvents","prolific full","","","","","","","","{""focus"":7,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":4}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","Platelet_further_block","2","Platelet_further_block_alarming","prolific full","completed","","","","100.00","","How alarming does this platelet count result feel to you?","6","","226303","36229","{
  ""taskId"": ""Platelet_further_block"",
  ""trackTime"": true
}","2026-04-21T16:47:16.622Z","2026-04-21T16:51:02.925Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Platelet_further_block","2","Platelet_further_block_urgency","prolific full","completed","","","","100.00","","How urgent of an issue is this platelet count result?","6","","226303","36229","{
  ""taskId"": ""Platelet_further_block"",
  ""trackTime"": true
}","2026-04-21T16:47:16.622Z","2026-04-21T16:51:02.925Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Platelet_further_block","2","Platelet_further_block_action","prolific full","completed","","","","100.00","","Which of the following best describes what you would do in response to your platelet count test result?","Go to a hospital immediately","","226303","36229","{
  ""taskId"": ""Platelet_further_block"",
  ""trackTime"": true
}","2026-04-21T16:47:16.622Z","2026-04-21T16:51:02.925Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Platelet_further_block","2","windowEvents","prolific full","","","","","","","","{""focus"":5,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":6}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","ALT_slightly_block","3","ALT_slightly_block_alarming","prolific full","completed","","","","100.00","","How alarming does this alanine aminotransferase (ALT) result feel to you?","4","","89191","32164","{
  ""taskId"": ""ALT_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:51:03.061Z","2026-04-21T16:52:32.252Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","ALT_slightly_block","3","ALT_slightly_block_urgency","prolific full","completed","","","","100.00","","How urgent of an issue is this alanine aminotransferase (ALT) result?","3","","89191","32164","{
  ""taskId"": ""ALT_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:51:03.061Z","2026-04-21T16:52:32.252Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","ALT_slightly_block","3","ALT_slightly_block_action","prolific full","completed","","","","100.00","","Which of the following best describes what you would do in response to your ALT test result?","Ask to see your doctor at the first available appointment","","89191","32164","{
  ""taskId"": ""ALT_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:51:03.061Z","2026-04-21T16:52:32.252Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","ALT_slightly_block","3","windowEvents","prolific full","","","","","","","","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":2}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","ALT_further_block","4","ALT_further_block_alarming","prolific full","completed","","","","100.00","","How alarming does this alanine aminotransferase (ALT) result feel to you?","6","","14144","14144","{
  ""taskId"": ""ALT_further_block"",
  ""trackTime"": true
}","2026-04-21T16:52:32.372Z","2026-04-21T16:52:46.516Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","ALT_further_block","4","ALT_further_block_urgency","prolific full","completed","","","","100.00","","How urgent of an issue is this alanine aminotransferase (ALT) result?","6","","14144","14144","{
  ""taskId"": ""ALT_further_block"",
  ""trackTime"": true
}","2026-04-21T16:52:32.372Z","2026-04-21T16:52:46.516Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","ALT_further_block","4","ALT_further_block_action","prolific full","completed","","","","100.00","","Which of the following best describes what you would do in response to your ALT test result?","Go to a hospital immediately","","14144","14144","{
  ""taskId"": ""ALT_further_block"",
  ""trackTime"": true
}","2026-04-21T16:52:32.372Z","2026-04-21T16:52:46.516Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","ALT_further_block","4","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","Creatinine_slightly_block","5","Creatinine_slightly_block_alarming","prolific full","completed","","","","100.00","","How alarming does this serum creatinine result feel to you?","4","","13297","13297","{
  ""taskId"": ""Creatinine_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:52:46.619Z","2026-04-21T16:52:59.916Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Creatinine_slightly_block","5","Creatinine_slightly_block_urgency","prolific full","completed","","","","100.00","","How urgent of an issue is this serum creatinine result?","4","","13297","13297","{
  ""taskId"": ""Creatinine_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:52:46.619Z","2026-04-21T16:52:59.916Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Creatinine_slightly_block","5","Creatinine_slightly_block_action","prolific full","completed","","","","100.00","","Which of the following best describes what you would do in response to your serum creatinine test result?","Talk to your doctor about this test result at your next regular appointment","","13297","13297","{
  ""taskId"": ""Creatinine_slightly_block"",
  ""trackTime"": true
}","2026-04-21T16:52:46.619Z","2026-04-21T16:52:59.916Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Creatinine_slightly_block","5","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":3,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","Creatinine_further_block","6","Creatinine_further_block_alarming","prolific full","completed","","","","100.00","","How alarming does this serum creatinine result feel to you?","4","","14286","14286","{
  ""taskId"": ""Creatinine_further_block"",
  ""trackTime"": true
}","2026-04-21T16:53:00.029Z","2026-04-21T16:53:14.315Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Creatinine_further_block","6","Creatinine_further_block_urgency","prolific full","completed","","","","100.00","","How urgent of an issue is this serum creatinine result?","4","","14286","14286","{
  ""taskId"": ""Creatinine_further_block"",
  ""trackTime"": true
}","2026-04-21T16:53:00.029Z","2026-04-21T16:53:14.315Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Creatinine_further_block","6","Creatinine_further_block_action","prolific full","completed","","","","100.00","","Which of the following best describes what you would do in response to your serum creatinine test result?","Go to a hospital or your doctor’s office tomorrow","","14286","14286","{
  ""taskId"": ""Creatinine_further_block"",
  ""trackTime"": true
}","2026-04-21T16:53:00.029Z","2026-04-21T16:53:14.315Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","Creatinine_further_block","6","windowEvents","prolific full","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","final-questions","7","q1","prolific full","completed","","","","100.00","","In your opinion, how well did these images describe the test results?","5","","81354","71365","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:53:14.436Z","2026-04-21T16:54:35.790Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","final-questions","7","q2","prolific full","completed","","","","100.00","","How helpful were these images in helping you to understand the test results?","5","","81354","71365","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:53:14.436Z","2026-04-21T16:54:35.790Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","final-questions","7","q3","prolific full","completed","","","","100.00","","If you were receiving laboratory test results in real life, would you like to see the test results presented using this type of image?","4","","81354","71365","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:53:14.436Z","2026-04-21T16:54:35.790Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","final-questions","7","q4","prolific full","completed","","","","100.00","","How much would you trust what these images are telling you about your health?","3","","81354","71365","{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}","2026-04-21T16:53:14.436Z","2026-04-21T16:54:35.790Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","final-questions","7","windowEvents","prolific full","","","","","","","","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":3,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":2}","","","","","","","","",""
"6672dc557590d5ff3bebddfd","demographic-questions","8","q1-age","prolific full","completed","","","","100.00","","Please enter your age:","21","","64224","55676","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:54:35.914Z","2026-04-21T16:55:40.138Z","0","100","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
"6672dc557590d5ff3bebddfd","demographic-questions","8","q2-age","prolific full","completed","","","","100.00","","Please select your gender:","Female","","64224","55676","{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}","2026-04-21T16:54:35.914Z","2026-04-21T16:55:40.138Z","","","36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11"
